Name,Brand,Card Tags,Category,City,Content,Crown,Lat,Located Here,Location,Long,Main Image,Michelin Stars,My Rating,Person,Place,Reviewed,Slug,Subline
Thompson Miami Beach,," ",Stay,miami,"The Thompson Miami Beach is a stylish hotel located in the vibrant city of Miami. Known for its modern design and upscale amenities, the hotel offers a luxurious escape just steps away from the beautiful beaches. Guests can enjoy a variety of dining options, a stunning rooftop pool, and easy access to Miami's lively nightlife and cultural attractions. With a focus on comfort and sophistication, the Thompson Miami Beach is an ideal destination for both relaxation and exploration.",No,0,,,0,https://framerusercontent.com/images/ZNRNkS5FGmlVBDjZ2x6mKGLiPo.png,0,0,,,No,thompson-miami-beach,
Thompson Washington D.C.,," ",Stay,washington-dc,"Thompson Washington D.C. is a modern hotel located in the heart of the nation's capital. Known for its sleek design and contemporary amenities, the hotel offers guests a sophisticated experience with stunning views of the city. With easy access to major attractions, dining, and cultural landmarks, it serves as an ideal base for both business and leisure travelers. The hotel's commitment to exceptional service and stylish accommodations makes it a noteworthy choice in Washington D.C.",No,0,,,0,https://framerusercontent.com/images/GoZMNwYnONvgdKmYCj6IaVg4T1U.webp,0,0,,,No,thompson-washington-d-c,
Tokyo Garden Terrace Kioicho,," ",Other,tokyo,"Tokyo Garden Terrace Kioicho is a sophisticated dining destination located in the heart of Tokyo. Known for its elegant atmosphere and exceptional service, this venue offers a unique culinary experience that blends traditional Japanese flavors with modern techniques. Surrounded by beautiful gardens, it provides a serene escape from the bustling city while showcasing seasonal ingredients in its dishes. Whether you're looking for a casual meal or a special occasion, Tokyo Garden Terrace Kioicho promises a memorable dining experience.",No,0,,,0,https://framerusercontent.com/images/z5P1b2pfz3hPZg5s4gbIeVCQ9E.jpg,0,0,,,Yes,tokyo-garden-terrace-kioicho,
Tokyo Midtown Hibiya,," ",Other,tokyo,"Tokyo Midtown Hibiya is a vibrant urban complex located in the heart of Tokyo, Japan. Known for its modern architecture and a blend of shopping, dining, and entertainment options, it offers visitors a unique experience. The complex features a variety of restaurants, boutiques, and art spaces, making it a popular destination for both locals and tourists. With its central location and accessibility, Tokyo Midtown Hibiya serves as a hub for cultural and social activities in the city.",No,0,,,0,https://framerusercontent.com/images/gkGhGuiCCW9WQo3nKScxfvz24vA.jpg,0,0,,,Yes,tokyo-midtown-hibiya,
Tokyo Prince Hotel,," ",Stay,tokyo,"The Tokyo Prince Hotel is a well-rated accommodation located in the heart of Tokyo, offering stunning views of the iconic Tokyo Tower. With a blend of modern amenities and traditional Japanese hospitality, the hotel provides a comfortable stay for both business and leisure travelers. Guests can enjoy various dining options, a fitness center, and easy access to popular attractions, making it an ideal choice for exploring the vibrant city.",No,0,,,0,https://framerusercontent.com/images/mANABsX89IpqM8G69eEUWS2Wc.webp,0,4,,,Yes,tokyo-prince-hotel,
Toranomon Yokocho,," ",Other,tokyo,"Toranomon Yokocho is a vibrant and trendy food alley located in Tokyo, known for its unique blend of traditional and modern Japanese cuisine. This bustling area features a variety of eateries, from casual izakayas to gourmet restaurants, offering a diverse range of dishes that celebrate the rich culinary heritage of Japan. With its lively atmosphere and charming ambiance, Toranomon Yokocho is a popular destination for both locals and tourists looking to experience the flavors of Tokyo in a welcoming setting. Whether you're in the mood for sushi, ramen, or street food, this culinary hotspot has something to satisfy every palate.",No,0,,Toranomon Hills (https://www.notion.so/Toranomon-Hills-238c0bd391b081fe8b45dc34b37b1f10?pvs=21),0,https://framerusercontent.com/images/VPcDOgzavhVkcx4yiIh8xxHUWog.webp,0,0,,,No,toranomon-yokocho,
Torre Agbar,," ",Space,barcelona,"The Torre Agbar is an iconic skyscraper located in Barcelona, renowned for its unique bullet-shaped design and vibrant LED-lit façade that illuminates the night sky. Completed in 2005, this architectural marvel was designed by French architect Jean Nouvel and stands as a symbol of modern Barcelona. The tower, reaching a height of 144 meters, houses offices and offers stunning views of the city. Its innovative structure and dynamic lighting have made it a popular landmark among both locals and tourists.",No,0,,,0,https://framerusercontent.com/images/70ELzcA2LxIFG7Xs2W4mr13Kk.jpg,0,0,,,No,torre-agbar,
Torrisi,," ",Eat & Drink,new-york,"Torrisi is a renowned restaurant located in New York City, celebrated for its innovative Italian-American cuisine. With a Michelin star to its name, Torrisi offers a unique dining experience that combines traditional flavors with modern techniques. The atmosphere is warm and inviting, making it a perfect spot for both casual diners and special occasions. Although it has yet to be reviewed, its reputation and accolades speak to the quality of the food and service guests can expect.",No,0,,,0,https://framerusercontent.com/images/fUOy6du5wtggXey5FX7yXjnUWQ.jpg,1,0,,,No,torrisi,
Trinity,," ",Eat & Drink,london,"Trinity is a Michelin-starred restaurant located in London, known for its innovative approach to modern British cuisine. With a focus on seasonal ingredients and a commitment to sustainability, the restaurant offers a unique dining experience that highlights the best of what the region has to offer. The ambiance is elegant yet welcoming, making it a perfect spot for both casual diners and special occasions. Whether you're a local or a visitor, Trinity promises an exceptional culinary journey.",No,0,,,0,https://framerusercontent.com/images/jqCv7FeQa7CB3TIKVAzqRYII.jpg,1,0,,,No,trinity,
UTS Dr. Chau Chak Wing Building,," ",Other,sydney,"The UTS Dr. Chau Chak Wing Building, located in Sydney, Australia, is an architectural marvel designed by renowned architect Frank Gehry. Completed in 2014, this innovative structure serves as the home for the University of Technology Sydney's business school. The building is notable for its unique, organic form and striking façade, which stands out in the urban landscape. It is not only a hub for education but also a symbol of contemporary design and creativity in the heart of Sydney.",No,0,,,0,https://framerusercontent.com/images/nDNrH3OlgKDu4ppGiM5fAA8Xmfg.jpg,0,0,,,No,uts-dr-chau-chak-wing-building,
Ukai-tei Kaohsiung,," ",Eat & Drink,kaohsiung,"Ukai-tei Kaohsiung is a renowned dining establishment located in the vibrant city of Kaohsiung, Taiwan. Known for its exquisite Japanese cuisine, particularly its teppanyaki offerings, the restaurant provides an immersive culinary experience where skilled chefs prepare fresh ingredients right before your eyes. The ambiance is elegant and inviting, making it an ideal spot for both special occasions and casual dining. Despite not having Michelin stars, Ukai-tei is celebrated for its high-quality dishes and attentive service, promising a memorable gastronomic adventure.",No,0,,,0,https://framerusercontent.com/images/khRNETwO5ztYanpUKwJOt4l0o.webp,0,0,,,No,ukai-tei-kaohsiung,
Ukai-tei Omotesando,," ",Eat & Drink,tokyo,"Ukai-tei Omotesando is a renowned dining establishment located in the vibrant city of Tokyo. Known for its exquisite Japanese cuisine, the restaurant offers a unique blend of traditional and contemporary culinary experiences. With a focus on seasonal ingredients and meticulous preparation, diners can expect a memorable meal in an elegant setting. While it currently holds no Michelin stars, its exceptional service and ambiance make it a popular choice for both locals and visitors seeking an authentic taste of Japan.",No,0,,,0,https://framerusercontent.com/images/98J0Elu3K2s2rhIosSb1DHSOW8.jpg,0,0,,,No,ukai-tei-omotesando,
Umbral,," ",Stay,mexico-city,"Umbral is a dining establishment located in Mexico City, renowned for its innovative approach to traditional Mexican cuisine. The restaurant offers a unique ambiance that complements its creative dishes, making it a popular choice for both locals and visitors. Although it currently holds no Michelin stars, Umbral is celebrated for its dedication to quality and flavor, promising an exceptional culinary experience.",No,0,,,0,https://framerusercontent.com/images/WA8uFNQKxhVpJi0phWSCt6hksh0.jpg,0,0,,,No,umbral,
Viceroy Santa Monica,," ",Stay,los-angeles,"Viceroy Santa Monica is a chic and stylish hotel located in the heart of Santa Monica, Los Angeles. This upscale beachfront property offers modern accommodations with stunning ocean views and easy access to the vibrant Santa Monica Pier and shopping areas. Guests can enjoy a luxurious experience with amenities including a relaxing pool, a trendy restaurant, and a wellness center, making it an ideal destination for both leisure and business travelers.",No,0,,,0,https://framerusercontent.com/images/Cu7bWHM77lOYOJl4tC8mEciPoM0.jpg,0,0,,,No,viceroy-santa-monica,
Virens,," ",Eat & Drink,barcelona,"Virens is a unique dining establishment located in the vibrant city of Barcelona. Known for its innovative approach to cuisine, this restaurant aims to offer a memorable culinary experience, although it currently holds no Michelin stars. With a commitment to fresh ingredients and a creative menu, Virens seeks to attract food enthusiasts looking for new tastes in a lively urban setting. While it has yet to be reviewed, the location and concept suggest it has the potential to become a noteworthy spot in Barcelona's diverse dining scene.",No,0,,,0,https://framerusercontent.com/images/gOT1dR2WXKDJ3ugXfLYabZpDFPc.jpg,0,0,,,No,virens,
Volkshaus Basel,," ",Stay,basel,"Volkshaus Basel is a renowned cultural and culinary hub located in the heart of Basel, Switzerland. Known for its vibrant atmosphere, the venue combines a restaurant, bar, and event space, making it a popular destination for both locals and visitors. With a focus on seasonal and regional ingredients, the restaurant offers a diverse menu that reflects the rich culinary traditions of the area. Whether you're looking to enjoy a meal, attend a concert, or participate in various cultural events, Volkshaus Basel provides a unique experience that captures the essence of Swiss hospitality.",No,0,,,0,https://framerusercontent.com/images/3qVeYT4az0X3ATzKCqPlsgWmg.webp,0,0,,,No,volkshaus-basel,
W Osaka,," ",Stay,osaka,"W Osaka is a luxurious hotel located in the vibrant city of Osaka, Japan. Known for its stylish design and modern amenities, it offers a unique blend of contemporary elegance and traditional Japanese hospitality. The hotel features spacious rooms, a variety of dining options, and a lively atmosphere, making it an ideal choice for travelers looking to explore the dynamic culture and culinary delights of Osaka. While it currently holds no Michelin stars, its proximity to the city's renowned dining scene allows guests to easily experience exceptional local cuisine.",No,0,,,0,https://framerusercontent.com/images/FPQuUg6YPEiEPJd3jpHQ8IwqSQ.jpg,0,0,,,No,w-osaka,
